10000 9000000 9000000 
366420 2295452 501793 2220959
1966878 4085452 2002159 3880283
8058903 6007548 8144112 5896184
3435249 1032420 3529722 942987
5780753 3152358 5866507 3008141
5119987 4387198 5193509 4331767
6331033 783732 6401192 662249
2789112 339903 2851001 247708
6951358 6808889 7071298 6744545
6582512 3110502 6655089 3040227
4558753 8024620 4632364 7901150
6029189 2453571 6145200 2378084
178291 2250328 299192 2215517
2921527 8776964 3005126 8703982
8262583 6321009 8347973 6246153
4434167 4034043 4539697 3953365
7071781 824233 7220732 747897
6135460 5266631 6207294 5128924
3164000 5977824 3341555 5942176
90736 3334666 142025 3183588
2472229 3690340 2550256 3628278
2820787 2092168 2865645 1920718
7895892 8197388 7983931 8120980
467990 2220959 537876 2094776
6166426 4685511 6230952 4605851
4060815 3477411 4096501 3299917
5865886 7475247 6022344 7445336
6890303 3725057 6954720 3590417
4718193 4623736 4772492 4499143
5311168 291737 5441884 237404
334229 532907 421722 405161
4003586 7157306 4069057 6977602
7557689 2971392 7652013 2853105
6376867 5415498 6464420 5311583
4874330 4427230 4927132 4268840
4174110 4656165 4311207 4599234
2930583 5343173 3019814 5274894
3529722 507197 3583336 390970
8234937 109192 8346227 0
1489352 796716 1578821 715415
8018046 377166 8086766 202670
8680752 5319526 8806828 5274327
5757611 6977677 5864998 6869827
847461 2883001 887168 2755167
2874880 2796538 3028013 2728963
4736865 6324579 4832111 6227858
236292 902238 309621 754603
3031567 5534366 3139762 5471345
5321886 2870901 5460666 2804892
3209155 9000000 3272920 8927523
8203054 5736019 8270818 5637462
1204107 685915 1263580 516128
1779628 8234344 1802390 8086410
1751648 7487544 1811856 7394960
2382393 1834753 2501843 1740916
8234287 752602 8335342 681512
5796038 3876821 5877768 3769029
5980165 2378084 6031335 2246151
4929905 9000000 4981722 8866052
4397908 5544188 4445840 5462160
6803705 4955850 6893970 4891778
5910654 6915980 6022344 6834277
2865645 2218201 2897615 2083314
4566561 6175136 4692238 6089176
8927746 1902025 9000000 1794689
7867884 3031980 8003802 2971392
5599606 4728391 5703093 4660036
8017470 1902025 8124501 1800116
0 2275580 134429 2203488
3739570 3742384 3856943 3690508
618468 2770303 738979 2722958
6738775 7253459 6864463 7156526
7272503 1660148 7442343 1617414
6788442 7051293 6873132 7004150
3974177 7319501 4069057 7273811
516883 4095674 604857 4028290
0 1705708 121987 1628276
1449613 9000000 1510265 8892722
6766369 2162621 6895347 2112010
5773539 5324112 5875215 5248822
4696094 448313 4808232 353273
258312 6467236 315538 6312063
1058477 2104435 1137666 2040785
7744815 1366289 7860655 1289731
8808143 7451918 8862056 7306696
8203054 5637462 8311112 5539077
134429 2078859 250093 1985505
0 7201057 71440 7133715
8558154 7769563 8723885 7737108
81336 5011720 133791 4905135
6366832 7996059 6464420 7887484
4627899 3988032 4705051 3884734
4794089 2609165 4889173 2559518
3187055 4331916 3268972 4204223
8454159 4794450 8622940 4733879
2725510 1920718 2865645 1834753
2480779 5343173 2562304 5190794
6377725 4037181 6464420 3974050
4060815 5991637 4118787 5797736
2853896 5780503 2993610 5724743
5840411 3008141 5902320 2852408
4234431 7044588 4303472 6898630
5980165 4231436 6136149 4157642
2369471 4957488 2562169 4897424
6370118 6897198 6464420 6806839
5225324 4087035 5314603 3980537
4150242 5474245 4270831 5399026
5924006 5960899 6047826 5905404
5094794 291737 5180072 207120
4772906 8088532 4929905 8041201
8431765 6155202 8558154 6104194
1614297 3220139 1710048 3126195
6029921 5346390 6165254 5266631
4591102 8715156 4757466 8652997
5343748 9000000 5402128 8840226
5198688 5215571 5279154 5077090
2738595 6675161 2829901 6570106
4060815 3966903 4126718 3884734
8234937 196979 8327885 109192
5029598 5545208 5178962 5496219
1881552 1654535 1974650 1568285
401650 183405 510239 99312
3348216 1781398 3486243 1740862
142548 1466018 227410 1364149
5097574 5892348 5143298 5691892
105798 3895739 185650 3798906
2574001 857519 2629966 781729
7539869 741245 7683306 681512
5848355 6054028 5924006 5996876
2069442 6094550 2103692 5909430
8755881 2043540 8888968 1968599
7588825 2735743 7668205 2614816
5395554 3008141 5460666 2870901
1753257 618891 1903878 544948
6355912 2492153 6404134 2319397
3100815 3886871 3165883 3787366
5397018 2273131 5446345 2112010
3646997 922294 3682144 748252
1391544 1155797 1486332 1060149
4143708 6175136 4228584 6045580
6464420 2683246 6612097 2636834
946609 1641417 1127512 1608695
5148030 6540377 5221703 6420928
4320645 3814957 4489755 3742117
36144 2714215 133732 2626505
4378554 1933129 4527816 1876750
3333667 3704830 3490752 3642160
5760906 4978346 5821044 4824810
6882404 5769548 7006493 5691638
199504 7030674 278391 6887992
8664685 1045904 8758187 940643
5245886 6065939 5325109 6018192
6022344 7186156 6111370 7071246
1920886 2602204 2023161 2509291
5244195 7237631 5348197 7173579
7657851 224137 7820116 173862
1650215 7948186 1764837 7865509
6630140 3923073 6700719 3818068
7560356 8644311 7609264 8519771
5560332 8393470 5632172 8288934
8413471 749379 8583194 681512
3624203 1843801 3768756 1784481
4286413 5133666 4329874 5016426
4060815 5399026 4140844 5244139
2801148 1699279 2857635 1613271
4257286 8536581 4317910 8471178
7666003 4140424 7727084 3999655
191658 1288525 223043 1133966
7601684 7841641 7661768 7679651
2070303 131175 2171424 72731
2501843 1306295 2636238 1229625
2784996 1032420 2819317 856074
3721651 4855082 3852805 4769678
8160492 9000000 8259440 8928060
4060815 618464 4113642 547476
3580744 4436537 3664087 4335089
810104 6538400 937439 6457644
5633163 2067848 5727778 1968859
8822704 2903882 8918064 2781299
1863685 6096980 1955031 5983913
8888968 2031318 8953480 1902025
2574793 6403213 2738595 6359297
4960932 2752754 5049980 2664736
2217929 2819370 2321979 2707462
3426423 8941873 3504908 8823107
0 4556477 118031 4477273
1178389 5056290 1226927 4966711
3425060 5249784 3565487 5182029
7842312 8003034 7911255 7908208
7827981 1902025 7909618 1800116
7099379 2041230 7170784 1902025
6080300 8288934 6172813 8227433
1985440 1094122 2070303 974789
3693215 5423298 3774698 5343173
5542545 3687473 5698323 3613925
5660278 5239283 5773539 5167505
3546583 4436537 3580744 4281914
2066766 4593292 2170294 4494945
2188473 6719029 2233646 6613977
210756 8007804 341113 7944175
7898843 4292982 7980370 4144656
1488092 607113 1572417 482386
8806828 5160206 9000000 5119392
7560356 8420824 7631678 8280442
1241641 944990 1391544 891001
2740830 8121316 2842558 8021543
2699231 8553150 2861423 8481354
8416900 6455838 8503213 6321009
7363749 2412091 7468864 2353577
5927609 7783633 6022344 7724109
4539697 4034043 4627899 3953365
2217929 3096585 2312762 3021465
5980165 2246151 6044715 2112010
7400225 368475 7532158 335339
7625285 1459131 7744815 1380317
3100815 3953535 3268972 3886871
3235177 5724743 3341555 5658266
7249938 451955 7311209 282314
8953480 2112010 9000000 1902025
5086805 8139540 5187855 8056075
94331 1840927 134429 1705708
6677055 4070178 6814018 3994519
6012941 2112010 6062465 1973110
7275301 7192293 7335209 7082647
434728 4436537 516883 4336622
7748472 4909243 7906508 4850224
5504738 8646431 5601851 8572257
1510265 8657896 1589905 8583305
3889480 8797293 4014119 8735238
8588518 2236143 8759040 2188434
7932065 1214508 8005794 1050256
7627469 2614816 7758478 2552347
3837149 759095 3893554 639148
1129168 4336408 1265948 4260627
3624203 1979765 3699548 1922484
6134944 2112010 6225833 2011431
2524194 8776964 2572046 8604358
3893554 776909 3966297 639148
1129168 4155118 1275814 4116090
5244414 1360397 5300851 1253438
433145 1120541 507728 1014090
3341555 6298631 3394163 6213452
7764428 3308273 7846250 3196417
1287269 6868618 1351767 6762934
7191966 8876754 7260604 8764661
3650008 3242221 3784981 3172105
1888850 3535637 1998456 3425815
8559144 1902025 8644803 1802514
7017481 3869505 7134097 3776093
7363749 5611371 7414942 5503282
5684441 1072538 5737344 893609
2638001 6843331 2715023 6719029
8349159 8819897 8407198 8687947
4264757 1619152 4392093 1537852
3265293 7738274 3351538 7618720
4757466 8527384 4802511 8352872
8415350 2819901 8563485 2769363
6491992 2112010 6553997 1923543
3520561 7830630 3567205 7674915
2296401 8904882 2392319 8776964
1229898 6447779 1287350 6298631
2189886 5641999 2369471 5597767
4449876 1203144 4526192 1053606
2182659 2504462 2253094 2429188
138302 7201057 278391 7133715
7833150 4527762 7915893 4383365
6533634 4911501 6654598 4840759
5034991 8577329 5153775 8509510
1320788 8892722 1422686 8804101
2070303 3292118 2143023 3133829
6594294 5841797 6668686 5769548
4785974 5152097 4824847 5001312
2858629 5343173 2930583 5236344
6376867 5488999 6464420 5415498
6029921 5266631 6080281 5141010
4350740 5654931 4397908 5504241
1789945 3221484 1932986 3138340
7748403 8090916 7809690 8003034
4974599 1053606 5013101 925942
6230752 7691234 6334532 7592275
2688230 5534366 2742997 5343173
8018046 151061 8086766 0
8130442 8918350 8160492 8747401
6995383 5915026 7138052 5851840
2546530 6233276 2625288 6126681
1274972 5750657 1342638 5687685
8887296 6467649 9000000 6417327
7983931 9000000 8062597 8847179
750373 6623914 810104 6501680
2861423 8411754 2935879 8355934
7348691 8758603 7560356 8723410
6717831 2021626 6743095 1875619
1515511 5195641 1641699 5126823
3483083 2759484 3515696 2590935
79962 3044812 178788 2951799
7901375 8834847 7983931 8739140
1342638 4865667 1529215 4819772
8897774 5319523 8939717 5160206
2454019 8682973 2524194 8605302
7837943 940643 7891732 812139
5706279 3989979 5804609 3876821
2103692 6022109 2154014 5909430
8066375 8336582 8259440 8289533
4060815 2989358 4121610 2845457
4060815 2674196 4197415 2609165
2819317 920860 2874008 726768
7654563 5286542 7703885 5144717
1600590 4210090 1673206 4085452
4162194 2112010 4264757 2046820
1699130 8598487 1820308 8523142
6106106 4118173 6136149 3974050
484426 532907 574761 417150
3134902 8862498 3272920 8776964
8644803 1816044 8711465 1655502
5786005 4087035 5908871 3989979
8826315 1902025 8927746 1852268
4929905 8453572 5011150 8324143
3978862 1565416 4060815 1466983
5551740 4000674 5639965 3876821
5908871 4087035 5980165 3989979
1379756 7289796 1487892 7182990
7003664 8003034 7183414 7960655
4755658 3545737 4880514 3463181
4698515 1138064 4840122 1053606
3483083 2980856 3563747 2905216
7533122 3470981 7600245 3308273
7492624 2023608 7601424 1955855
185650 3857890 290577 3770932
6263096 2911756 6355689 2830754
3268972 3039399 3335878 2881394
137366 6487035 189719 6312063
6954720 3588519 7030775 3473592
6309177 529223 6401192 422685
7134437 2676181 7193357 2508806
5091142 1552716 5214999 1465567
3949795 3465193 4060815 3416227
4366486 7409917 4400823 7267294
6190829 8883333 6281428 8765402
4687691 2535908 4794089 2441967
750373 6719029 810104 6623914
1312359 2306404 1391544 2225649
5948478 1021753 6020550 945670
8704994 375458 8877222 329695
4327097 6435045 4416401 6305131
4818524 5798310 4853306 5705662
1933124 6789308 2085699 6719029
2687742 1152672 2784366 1032420
4060815 4727827 4151752 4656165
2948841 8234344 3053003 8137693
3170084 2727814 3208366 2590935
5006473 3209562 5104107 3096606
4826535 3316298 4866182 3159511
4174359 5860230 4281436 5797736
1986980 5636334 2073054 5549103
7816949 6858457 7894267 6737747
5011150 8453572 5063403 8324143
3950759 7995026 4114625 7930196
604857 4095674 738979 4028290
780210 8708005 931795 8635260
1155075 7122218 1210470 7019719
7578293 4854326 7748472 4790138
2948841 7425216 3032358 7345764
1442556 7030801 1596607 6975214
6334532 7691234 6464420 7619464
4194897 1341141 4264757 1251437
3493698 4593744 3636250 4522130
6693750 4537435 6786968 4415392
3490752 3761700 3693573 3731314
4194592 6719029 4284590 6597134
8337269 4276747 8399162 4109871
6464420 8413685 6524304 8317654
8099001 2722958 8192084 2662058
2501843 1458375 2636238 1406075
1116657 340358 1162962 228637
7891732 940643 7971196 866545
2044389 7573471 2084846 7459524
4060815 5797736 4158186 5756632
3384098 8941873 3426423 8823107
8308632 5539077 8362799 5324519
6114419 8686761 6213963 8572257
4734711 7664165 4804909 7523861
3282008 4913350 3340545 4800806
1080134 3490365 1181868 3430422
7131542 1743555 7272503 1666407
257975 2436164 299192 2317879
7906857 8522370 7983931 8391693
8528533 940643 8606323 878754
5417171 8783374 5504738 8723572
88886 2436164 134429 2275580
657953 7381248 772359 7345764
2795459 2396762 2898657 2290325
3551562 6719029 3624168 6572289
6647749 3283989 6728021 3172034
2071510 4705967 2170294 4593292
7405328 6695749 7469404 6546268
4542844 7404881 4646690 7317207
2168435 7608858 2232343 7472947
7006493 5620846 7112724 5577079
4993280 695688 5113052 657669
7896488 5769548 7931637 5619697
6944830 6498982 6995383 6320841
1150915 6267880 1230532 6199319
7703885 5075386 7896488 5012895
7207657 4816105 7288601 4663559
3622802 8528805 3653541 8387355
5892383 6261981 6022705 6172185
7614751 5559371 7703885 5455208
2229187 4516776 2369471 4436537
6089934 145859 6151636 0
5948478 1388230 6103072 1322147
5113052 696277 5161752 554097
2501843 1653503 2548829 1557600
2070303 4132114 2208030 4063633
1596607 7103231 1686856 7004468
5694822 5120813 5875215 5077090
8208115 3011862 8321766 2966010
5460666 2972150 5557517 2877926
496394 7163508 570275 7089029
5784096 8855642 5866437 8783374
8834261 4733879 8862394 4611893
5397754 5324112 5479969 5238360
3035965 4436537 3081927 4259335
738979 3375482 826799 3323353
8770309 7989910 8884783 7925480
6594294 5986367 6668686 5841797
4354764 5991637 4397908 5797736
7727084 4128913 7835668 4058127
5905165 3320140 5980165 3212872
7091930 5045148 7363749 5003770
1489352 864713 1578821 796716
4562853 2112010 4637201 1987505
340238 183405 401650 0
6077261 3755196 6152160 3666917
2505912 6126681 2679399 6055835
7180989 4357637 7242225 4285177
3861209 1804737 3943821 1658142
3749371 3925296 3813002 3815128
7023959 8491400 7108484 8426588
4174110 4327092 4224529 4215254
8259440 8445437 8352126 8331212
6342634 8765705 6464420 8690561
2710261 8716646 2778809 8594251
5811985 206571 5888820 120225
6577943 323143 6646024 145667
1903421 3880283 1938569 3737757
4909442 6997173 4963952 6882650
6522906 4415392 6630140 4342180
6584747 1520361 6622937 1367074
5602606 6420928 5686550 6306850
3895634 2047311 3943821 1884875
7973643 5896184 8014294 5769548
7363749 5455208 7442046 5338449
5262143 3128767 5366151 3058524
3442629 1989662 3535210 1894069
2765752 3292118 2890104 3249239
6307701 2253115 6377128 2112010
6979613 2112010 7062101 2023385
8682544 8347427 8729533 8266888
2759444 6056543 2849129 5976272
8380957 3212957 8430559 3079355
5479969 5167505 5612237 5077090
4397908 4623736 4471416 4507358
837268 3810644 918784 3722533
426028 4336622 516883 4214773
2404917 4381560 2480704 4258240
2178101 6093386 2247828 6022109
5396152 1406603 5445480 1253438
5124979 6921296 5188553 6838404
6464420 8008249 6549810 7931355
977295 2306404 1021665 2104435
702957 936934 872853 901460
5758135 6093412 5848355 5996876
6225833 2048412 6303910 1945388
4060815 1662081 4116931 1462993
3268972 3104641 3335878 3039399
2898657 2333406 2970746 2218201
7363749 2279029 7442172 2179472
8445121 7346511 8558154 7274912
4705051 4087035 4789460 4018833
5143067 8268821 5193434 8139540
7274374 4123880 7363749 4008253
6219263 3461449 6283468 3292144
7651961 4535871 7677658 4387031
3629839 5829689 3800275 5763568
1863685 6298631 1910766 6179461
5429248 3707540 5507287 3571922
5563587 6485558 5683885 6420928
4470006 7637878 4542844 7495850
3486243 1834753 3624203 1804203
7812781 8391693 7888622 8318805
295359 3770932 390354 3671137
3193732 5027100 3280807 4957488
8215714 5248266 8362321 5218740
2253094 2536896 2358588 2460721
7355858 2052840 7426459 1976210
7930967 6766799 8010070 6665527
8884783 7989910 9000000 7941656
5905165 3394876 5980165 3320140
677309 6347500 744063 6254007
2861423 8560967 2899317 8473835
744063 6347500 826560 6274679
5504738 8783374 5696704 8745620
4060815 1143710 4162326 1106401
8763060 5784319 8847965 5719038
3493698 4694699 3642711 4664127
1398847 8086410 1445515 7937506
3802298 4181519 3869727 4011262
5124979 6838404 5188553 6719029
6173281 6420928 6320095 6356112
7388376 203712 7532158 152821
846326 392514 1006651 366372
6967164 7240806 7069990 7156526
5563216 5802361 5661003 5680414
7079005 2679529 7134437 2569259
5041660 2245660 5114730 2112010
8069607 6104194 8144112 6007548
8733801 4320876 8811171 4224379
507728 826482 660330 754603
3316304 1892001 3442629 1834753
5536228 7656468 5618670 7583036
607502 4436537 641816 4193307
8587955 4102431 8701723 4006404
3481710 7945227 3541389 7881896
1168415 7719937 1320788 7646201
241295 8921112 401934 8850485
2336122 7222378 2529534 7168240
7603280 1180635 7673739 1078180
970339 8455455 1051314 8310726
3100815 3989036 3268972 3953535
6712908 8914544 6778690 8787666
6766440 5575470 6827461 5446728
7059606 6545572 7217505 6481951
1699130 8728203 1820308 8627553
3804913 5763568 3872340 5666133
4912144 7308753 5072263 7237631
8160492 8839010 8259440 8747401
8758187 1045904 8808446 940643
8313769 7969283 8468188 7898523
4152772 1053606 4196477 783732
2857635 1682359 2893689 1557600
3519215 8003795 3682291 7945227
4548920 6435045 4686859 6348127
162902 5695261 271132 5622767
6274051 6681370 6380501 6605306
3812237 5343173 3901261 5250049
6069210 869687 6161635 783732
8758244 3546570 8819143 3435434
4397908 5859604 4501399 5780486
390354 3761052 444751 3588544
6049815 1669771 6154755 1552716
6813744 2671700 6895347 2608878
4545808 2845457 4604603 2735765
7657851 319199 7740741 224137
3784981 2962977 3926810 2926954
2305047 5124168 2369471 5044553
7542873 5652982 7703885 5611371
7557689 2432720 7627275 2261285
4244751 939915 4333688 852824
8305317 5156420 8414575 5078808
6704142 8071036 6751890 7983630
1677963 2708959 1827574 2644258
1391544 2470418 1583376 2427179
4143481 5050185 4220740 4893537
1331101 1039350 1391544 944990
6858272 6498982 6944830 6398543
5233732 7107738 5348197 7013226
5565070 5405941 5652917 5324112
8192389 7346511 8279659 7230244
6858272 6227018 6995383 6183259
4303472 7459969 4470006 7409917
3321808 4676442 3379788 4559333
5348197 6920446 5386822 6719029
2559643 3980797 2713452 3951858
2679399 6126681 2750846 6056543
4736865 5669850 4914241 5609789
3426293 2881394 3483083 2754495
2253094 2228454 2371489 2194918
4637201 1180581 4840122 1138064
8504271 5637462 8558154 5539077
7363491 1172959 7401844 1010578
4384298 6513730 4483441 6435045
2600401 7952174 2740830 7910873
8848573 2451835 8901027 2368476
8862682 3328969 8948127 3212957
5013101 985876 5069594 783732
223181 4842512 251666 4689199
366420 2020330 500126 1938533
6786968 4663559 6881073 4559761
942317 1000970 1127512 955105
4954516 6719029 5029598 6605587
6877714 5272301 6992270 5211736
2151887 3787366 2323211 3726736
7220534 3526501 7363749 3473592
2648587 7345764 2715023 7168240
987491 6719029 1082222 6630085
2923548 856195 3015215 741670
697874 1938533 738979 1764195
3316304 2195123 3442629 2121018
1073125 7122218 1155075 7019719
7701912 7303824 7872426 7261904
7820116 224137 7905776 88274
5968660 139454 6089934 71153
168854 754603 302731 668938
8164817 1668941 8277101 1619134
8003802 3609653 8133832 3526385
6775258 6023233 6888127 5949560
3819080 8061424 3856064 7848322
5717097 3876821 5796038 3769029
3423079 6012369 3569795 5953752
3260413 1834753 3348216 1751879
3504908 9000000 3560071 8880511
68939 5942948 125625 5844068
3115350 658471 3155594 430301
5560332 8524308 5711351 8482161
2494824 6598282 2574793 6478960
3375957 1557600 3437973 1468587
2936600 5136043 3019814 5083707
3489163 6298631 3569795 6213452
6388575 6558691 6464420 6420928
315538 6196048 386542 6053520
3590577 3539008 3638754 3342877
4843700 2112010 4873898 1997131
6853679 8417696 7023959 8361789
6928020 222986 7059544 170071
5124979 7007670 5188553 6921296
7580152 7603320 7676214 7501272
6394605 3434032 6464420 3353055
2323211 3787366 2408635 3690340
6474761 145667 6646024 103068
507728 1222243 596339 1114871
6704142 8181889 6811111 8071036
4744981 1346137 4840122 1261045
134429 1776399 264644 1705708
1026821 6975214 1106072 6903781
5209843 9000000 5284873 8909676
6401192 245638 6577943 201208
7498395 6695749 7573550 6544251
8336530 2236143 8415938 2112010
6464420 2274944 6540639 2112010
2600401 8128866 2680269 8050570
3727567 175357 3793879 122465
4947827 4650365 5029598 4572105
3678201 91369 3743377 0
6207294 5266631 6290287 5190723
5454029 5471162 5565070 5383443
0 7133715 52079 7013060
4993280 569620 5055795 462129
2130324 6719029 2188473 6616415
1189445 5965814 1302420 5858626
0 6859516 160346 6785632
7045594 4126820 7120275 4008253
1391544 3034163 1453817 2910848
5306890 1552716 5351691 1448881
5697261 7583036 5775851 7475188
2629966 1032420 2707805 878757
948918 5662620 987491 5506223
6954720 3725057 7030775 3588519
2244415 5044553 2369471 4962461
2498629 2590935 2575352 2525598
1931732 1505196 2014375 1392644
2084846 7550189 2168435 7441204
8112535 5695977 8203054 5614352
2600401 7399916 2668531 7345764
4562853 1987505 4637201 1920980
8558154 6083215 8612758 6001668
3238114 430301 3340388 326813
3268972 2730386 3347163 2669879
1106072 6975214 1168137 6796592
7872614 5896184 7919438 5769548
2743901 4342782 2784861 4188420
4979374 2332568 5114730 2291090
3015215 1032420 3086013 866227
1006651 456808 1162962 410254
8579446 1187939 8648937 1116683
6377725 4270616 6464420 4130525
3529722 922294 3589349 796432
8858509 1473880 8949965 1358147
4338437 6719029 4397683 6597134
5348197 7237631 5534744 7195971
5473008 1092645 5581396 1053606
4496177 4930673 4539007 4739728
3581590 5182029 3652602 5020792
6668686 6574416 6782087 6498982
7454160 3804918 7530038 3676517
4539007 4930673 4620819 4792897
4337967 7768166 4409063 7646898
6022344 7691234 6072705 7495522
3326717 3310123 3382265 3182683
5348197 7080374 5460881 7008328
4261901 6329249 4327097 6175136
8470523 6614084 8496405 6455838
4682858 4326120 4772492 4225363
3202660 4957488 3395510 4913350
516883 4028290 667014 3960083
8558154 6001668 8739233 5940468
8503213 6455838 8558154 6321009
4727808 153169 4852862 77940
6464420 5338718 6556673 5252829
6921904 1081074 6973348 940643
7905776 218407 7981212 62733
7906146 4383365 8037124 4292982
8739233 6176992 8813136 6087804
4060815 1462993 4149805 1341141
2963116 6889014 3027675 6719029
5029598 5892348 5097574 5792038
5980165 4304754 6136149 4231436
2084846 7441204 2168435 7345764
8457030 7429612 8497992 7346511
946609 1541090 1072553 1450683
1981849 6420856 2130324 6375595
1320788 9000000 1388257 8892722
5525983 4153121 5703093 4087035
5029598 5077090 5102711 4995650
6152172 6786279 6213163 6719029
5033149 8772140 5111260 8700583
6016970 6595525 6088297 6499667
8618831 6810563 8724792 6761890
5270133 6278082 5305574 6172185
1389990 7748874 1529691 7674324
4397908 4930673 4496177 4822125
6992270 5046590 7066982 4891778
6590506 7192781 6738775 7156526
3680387 4175742 3736195 4011262
6551052 4630529 6693750 4548098
6590506 7436148 6679302 7337169
1678088 6171769 1765158 6109513
4060815 4331162 4174110 4264133
2987006 4642479 3135793 4607949
5241905 291737 5311168 133498
1065323 4298255 1129168 4237254
2691726 536150 2819317 485937
2392319 8859347 2508234 8776964
5666682 3876821 5717097 3769029
6934774 5658745 7006493 5560459
3249801 6998776 3333918 6898561
4563908 2609165 4619463 2441967
6674957 6762029 6788442 6695749
8004223 6455838 8146109 6383336
3536470 8675706 3573166 8566372
8234287 815481 8335342 752602
3205939 7121671 3289635 6998776
150250 5475959 311250 5402360
6571535 940643 6646024 866642
390354 3925002 516883 3862135
6003152 8875771 6114419 8801928
7896488 5619697 7990776 5539077
5988764 4963291 6042504 4875480
2660906 4764012 2764250 4677971
185650 4008129 252282 3899885
8468188 7969283 8558154 7898523
5386928 935197 5437645 845589
931795 8455455 970339 8310726
2609924 8941386 2766002 8903503
6172813 8288934 6349434 8237683
354352 1466018 421510 1342906
3272920 8927358 3384098 8868986
6320095 6337281 6464420 6265148
366420 2584742 431704 2444836
1342638 5919307 1488955 5845691
1735735 2509291 1852733 2441624
5006473 3984267 5117912 3917338
6149379 3974050 6228446 3834005
702338 4367921 738979 4193307
3115350 118716 3319412 66791
6553997 2028428 6654346 1927619
2816964 6480278 2958862 6406240
7217505 6246153 7372560 6194975
4942448 3376954 5006473 3243218
7652013 2971392 7734911 2853105
243959 8446956 323624 8358474
8112535 5769548 8203054 5695977
8259440 8331212 8352126 8272926
5775851 7632597 5865886 7526220
6394478 3666917 6464420 3535077
7071298 6775719 7214414 6695749
8732453 7211954 8862056 7170111
3268972 4173331 3329591 4011262
5786865 8783374 5866437 8646431
7625285 1380317 7744815 1289731
4736865 5609789 4829299 5509120
845206 3722533 960594 3685353
1769362 4322943 1889702 4268647
3483083 3173925 3563747 3084049
4981014 6177272 5029598 6011477
7703885 5012895 7896488 4975115
5794843 6869827 5864998 6719029
6657028 5769548 6700484 5654978
8299142 3885826 8382502 3788096
3529722 63241 3678201 0
6858272 6183259 6995383 6102175
2724134 3292118 2765752 3169756
3265573 6375004 3409392 6298631
1940037 5724743 1986980 5549103
5888820 206571 5968660 120075
7006491 2791644 7134437 2742345
2882065 7601176 2948841 7457430
4434167 4087035 4627899 4034043
6225833 1447220 6324659 1385635
5643304 250316 5811985 179188
3555703 8149306 3682291 8067888
8313769 7898523 8380136 7800443
7578293 4740232 7750298 4674836
815384 5506223 919418 5426118
3435666 3182683 3483083 2979768
1322374 3298186 1391544 3125409
7816262 1050256 8005794 985015
8871404 614855 9000000 534852
1867281 4268647 1950936 4159789
6400560 1462268 6454659 1339210
4300764 4327092 4397908 4263240
2124487 1987239 2202874 1834753
2662309 2590935 2780500 2490147
8807324 8774365 8935529 8730455
5414005 4605611 5443786 4496470
5109757 140529 5153526 0
2070303 3504781 2127752 3292118
2293784 7592494 2377745 7506934
7864172 7192293 7930967 7110154
1680112 3362178 1710048 3220139
580888 984367 702957 918813
7418593 3134807 7467067 2987029
5178962 5580589 5238540 5432014
4688929 3005375 4731727 2845457
8558154 9000000 8707438 8969186
4668704 5991637 4691869 5836000
6228446 3974050 6301733 3834005
8161999 7346511 8192389 7230244
7571932 1902025 7647706 1756751
4488786 243557 4636302 206724
1162962 107405 1259981 0
6082955 6336948 6173281 6257968
6774853 3473592 6895347 3389206
520193 6837726 660100 6771204
5551973 3571922 5684817 3504881
7395739 1834580 7544152 1806455
4171787 1548287 4264757 1462993
105148 1133966 236292 1061694
6617279 8779497 6712908 8664478
6263663 7592275 6321093 7495522
4954734 5798310 5029598 5705662
4824847 5152097 4872100 5001312
8014294 5896184 8068835 5769548
421510 1466018 507728 1342906
8374654 4441458 8454159 4364632
1454659 6618632 1572543 6554268
1802053 544948 1836761 384863
3701326 6076546 3770950 5953752
3493698 4907061 3625342 4855082
8739233 6047848 8812443 5963833
8707438 9000000 8757090 8818226
1895271 2224562 2011630 2149510
1127512 1705708 1160727 1545993
6111370 7186156 6172846 7071246
4883668 4900498 5029598 4836857
8558154 5097491 8806828 5049090
6668686 6695749 6845076 6647047
6944830 6320841 6995383 6227018
952700 4436537 1065323 4371125
4804909 7475759 4912144 7406203
8811910 6529548 8887296 6417327
4211091 403452 4304064 324348
7174820 6240787 7217505 6115690
6874064 504496 6952608 451955
4144997 8471178 4197047 8389731
1322984 214623 1391544 148764
6172846 7190454 6250540 7071246
7069990 7237967 7158318 7156526
4096501 3420185 4199471 3299917
264644 1821119 366420 1705708
5438297 7724109 5511089 7587067
722207 113804 846326 39268
6401192 643673 6521495 573973
8127130 6705395 8264442 6638675
6867166 405817 7059544 350731
6845076 6615602 6995383 6574416
2550256 3787366 2654612 3708101
0 3798906 126150 3745222
2501843 1358096 2636238 1306295
8563485 2728392 8729133 2657098
5200755 2388979 5258647 2200046
5914793 7379415 5982481 7237631
7331422 1438210 7544152 1400597
5069594 1022766 5224985 951401
6716109 6306288 6782955 6162495
2762728 5343173 2858629 5236344
5968660 180383 6089934 139454
5526141 6306850 5587233 6172185
1407854 5333137 1556974 5297464
6136149 4353288 6237507 4268112
4060815 4501510 4174110 4400950
1379717 3950565 1502484 3880283
7003664 7764514 7060556 7679651
1743518 5484936 1792182 5328795
6813523 1780704 6875668 1705253
241295 8742255 401934 8708005
4312397 103829 4388952 27998
8842869 8443155 8886850 8345593
744063 6181414 826560 6090027
