8000 500000 500000 
82186 374496 89852 369021
124922 372890 128312 364499
479593 428806 489549 426629
189573 458083 194581 450589
228073 464728 236629 461286
290880 10967 296674 5841
273193 500000 279832 494128
355190 305385 360389 300159
0 158112 9797 156265
14281 280931 23630 277558
129875 100993 136926 96818
49845 273260 58520 269454
330067 191831 334162 182221
427882 190342 430843 181190
245710 340167 254529 337896
378640 420156 385475 416371
385475 432835 391217 428710
278320 144545 286210 139486
243082 438538 247136 432543
205642 465947 212836 460920
110690 33138 120356 31340
472130 237932 481423 234862
362235 79509 364877 67280
441620 18671 446398 13012
460115 126318 469665 122265
5658 450135 12587 445752
391193 55545 397362 49391
482670 166705 487020 159571
382023 318015 384262 311414
451169 443748 460694 441703
287363 370972 298389 367662
21408 387749 25517 384716
415555 201862 420236 197129
105406 131962 115574 130226
341417 353943 349573 349844
108663 240562 113495 234607
433904 404960 438873 397663
438052 49391 445978 46069
279832 456537 288123 454397
50390 287571 58520 285068
52298 334070 58810 329222
357060 150364 366858 146674
168777 249659 175355 243731
373686 194537 379336 188603
182609 54213 197005 50914
364877 72701 380701 70221
456498 347926 465708 344454
290759 500000 298265 496318
474935 381037 479259 376225
186332 268255 191113 263883
489549 435684 495339 428984
406599 191245 413815 186500
171164 159978 175266 148340
376747 291237 383833 287315
320533 275791 323002 263891
384954 152933 388068 138909
69998 325379 73708 318265
392943 211579 398589 207890
261513 101716 270458 96452
0 348548 5925 345682
47337 4785 55460 0
230198 116229 234924 111160
182191 377185 186552 368523
309822 440562 316067 436162
35858 344996 45881 342337
360389 201862 366254 195921
252027 306834 259234 300971
482981 258373 488002 249290
482104 412290 489549 406089
233014 182221 241328 176963
496471 419952 500000 410723
275575 171740 277823 163834
274053 282757 278143 271801
299022 479265 306147 474436
135584 177655 139923 170220
225507 473893 228073 465826
213851 92340 222926 87434
433122 278336 440313 272125
231665 346648 236277 338170
23499 176206 31916 173813
296026 110028 298855 100069
426142 496567 434887 491904
254789 267260 258924 257131
410535 242346 417593 237849
99609 264781 107767 260306
246291 444054 255076 442404
370429 286715 376747 281167
320648 20055 327685 14571
120356 206168 126150 200668
67399 299183 70163 293839
108115 142677 113857 137021
214573 190242 220394 182221
88520 339789 98757 336101
414151 112031 417876 102624
363543 146674 366149 133390
88562 46969 94355 43264
104002 244055 108898 240562
148228 59694 155998 54213
54352 260453 56882 248205
248767 32781 251172 26497
67399 67195 74145 61338
181102 33132 193023 29616
227218 283421 229140 272149
322457 427226 329369 422055
333673 325313 343567 322386
246291 490545 250900 485658
474606 316511 483875 312346
308775 59905 312886 49391
169851 377185 173892 370971
153594 350140 159276 344007
180355 327721 189331 324540
365069 31238 369424 21383
110023 209214 114385 201432
150201 396582 158998 393767
89300 133178 97089 129539
150023 403025 160427 400122
437278 262786 440585 255236
236629 467109 246291 463660
25843 211088 31460 206711
458435 491994 463808 485956
273518 73016 280310 70179
443184 154580 456568 151102
251920 450071 255076 444054
150201 344007 155234 336824
461867 435684 468711 430000
328161 182221 336619 179012
336084 410816 341310 404563
357893 395933 365484 389721
484543 361865 492878 356666
71936 148172 77514 142424
493277 491954 500000 486970
457120 295874 464832 292067
29005 299514 33109 291823
203436 116229 209342 110245
478742 201862 481574 186997
450163 335391 454369 329296
67399 53359 73218 47730
120356 264235 127587 259954
409829 364637 416849 357942
143445 108155 151320 102209
95082 420450 101766 416490
75179 331527 82186 329222
188399 384691 194581 380761
360529 111230 363668 100266
9281 48655 14886 42980
67399 84245 74139 78088
378415 106430 384830 102018
183208 134579 189780 129949
197005 48313 202687 40785
394818 140922 399162 131318
291499 414214 304866 411436
279832 396228 293993 393514
369732 451024 374232 440562
285946 334525 288351 327161
308775 65940 312886 59905
444992 134161 456568 131222
385475 390172 390021 383420
279645 88006 283563 77458
455469 453806 458071 446743
440896 461516 446068 455837
406211 381037 413741 376776
71616 396582 77637 391605
64323 337446 66561 329222
261338 195179 266503 191147
18593 71031 22477 60470
288123 457088 297093 454836
450820 298425 457120 292067
384717 49391 389600 43535
471580 360806 476611 353435
95005 314534 100798 306667
381608 254577 385609 247716
385475 457601 391218 451984
180011 208888 194581 205655
384673 167917 395831 165043
360529 96023 368121 93970
123575 186189 133136 182684
126150 209364 130312 200668
106873 71533 120356 68553
437474 212269 444139 207837
67399 275346 71945 267016
384104 281167 389002 276073
406599 186500 413815 183737
474187 294809 479201 288492
336571 369494 341301 365235
363838 89874 366129 79509
194581 300233 203631 295013
9005 67616 16237 64563
492098 9511 500000 4724
162580 309423 169851 305487
62712 329222 73708 325379
63330 406664 70283 400113
425474 425274 434491 420309
204911 272149 209647 266550
315164 226805 322156 222778
24509 157414 31916 152419
410410 457489 418953 455826
367597 306908 375535 303460
377940 350387 386159 347141
140742 29616 144263 20174
249957 288670 258924 285552
188029 227705 194581 222441
228073 477840 236629 473968
100895 361649 106193 357108
151320 99889 161430 97460
20495 184382 23499 176005
226972 67121 233374 61842
472130 234862 481423 232224
90147 276428 99609 272527
182240 146338 187198 138006
256963 438538 262299 433433
311043 86726 315386 79509
374568 188603 379336 182122
447334 258979 451710 251556
356762 350779 365723 345927
92469 105620 96716 97261
456153 201862 463693 196512
48495 205615 51871 193613
160635 222660 166310 215303
237390 18706 240634 12154
6927 323810 9963 308218
340928 277483 348064 272844
91018 433723 95523 427671
321526 202671 322917 193615
378856 257673 381608 249407
106193 334751 114123 329482
277184 227484 279866 219899
40766 238454 44861 227315
5865 37753 9187 25868
321543 384470 325092 377372
360529 93970 366129 89874
467340 103356 471325 94349
229853 125778 233014 116229
44861 238454 50245 233653
206216 236209 212668 231352
285057 418191 287670 411436
329333 265691 334694 261711
136739 252799 141615 248778
15608 416577 21486 408939
258805 429064 264023 423800
120356 322950 126364 319667
212249 306057 221299 301196
223748 388992 227103 383139
232766 12154 235186 3386
297434 16983 303645 10967
82925 299898 90147 294050
35045 34755 38262 25885
220727 441411 231554 438538
426184 255165 431820 251563
475367 4050 480189 0
306297 463523 310389 454836
428475 337897 434203 329896
458409 168511 463693 159571
175266 152926 179587 146338
98593 37063 106873 34040
95082 424059 101766 420450
285257 182221 294123 177613
31916 162068 36008 153913
311336 363240 315355 357040
479593 421530 489549 418333
166019 64189 169655 59694
368609 422275 374378 415948
272530 313058 277947 308449
304091 373407 311336 367192
438162 150975 443184 146773
26668 60470 29463 51114
138570 55676 148228 52415
99744 441157 103943 432894
142790 127078 149136 120541
212685 497085 217783 490476
212249 314913 218752 310049
279832 384470 282585 373407
273193 494128 279832 489740
429548 209441 437474 205445
291810 478820 299022 474436
144263 29616 159167 27053
348282 463523 352766 455748
216618 38052 222855 33225
360389 274495 365820 269824
258926 134468 271652 130923
18043 24559 22263 17116
239832 154947 244372 145217
273193 489740 279832 485110
77355 463817 81540 459143
105749 436903 110267 432300
207212 413805 214061 409579
114119 492078 118837 488154
471994 429672 479593 425737
389537 350387 393560 339337
56882 260453 67399 258187
493427 428984 495339 419952
186614 439067 194581 434250
100334 453448 108482 449160
394869 29336 402922 23492
104752 403722 112170 399373
399279 377442 406211 370599
336482 384967 341301 379622
76070 313794 82186 306667
317411 202671 321526 193615
374412 329044 379246 323563
312506 401436 319314 394536
127509 296838 132087 290830
173769 425501 177498 415919
197005 54255 204157 48313
426952 304810 436956 300828
124045 131132 128201 120541
270267 7414 274801 0
217459 116229 221198 111160
402370 231926 404611 222630
467001 250424 473067 245735
368355 8163 373020 0
444956 198979 452898 193251
35858 270556 44508 267542
48344 214103 51742 209838
194581 457964 201350 453008
397089 281167 407235 278910
370817 107462 374682 99927
394869 8410 398125 0
223748 338170 229764 332435
120356 309584 127071 305183
150127 311533 155078 304172
236629 463660 246291 460154
223245 410628 227454 399432
413868 416802 423132 412224
151065 500000 156186 494595
290880 25150 295399 16983
98593 44909 104468 37063
85214 432870 91018 427671
131591 372890 137833 368237
460009 378267 466646 372680
82186 324445 88524 321630
0 491556 4151 481385
347801 500000 351943 493848
250435 208063 254448 202828
194581 208072 200955 201921
463085 479028 467395 473531
96349 294470 111150 292098
222918 139648 233014 137669
162521 11166 166259 5689
272530 303802 275772 293181
130767 238912 135005 230430
67399 172953 72765 165670
410535 229245 417593 225585
26797 500000 30140 486384
108148 493735 114119 486290
32383 79779 42873 76743
489568 66178 493833 60419
111150 306667 116466 300142
214082 471580 220727 465947
7014 465065 11183 456637
493833 74648 500000 71761
421605 245774 428147 242346
264014 23560 269743 18424
33109 303790 35858 291823
175266 125026 178327 116229
333905 301237 339399 295502
139754 388981 147509 382914
440896 441211 451169 436769
21432 456637 24802 445454
67631 396582 71616 391605
9079 257967 16766 252010
2968 207492 8694 200898
194581 408332 199109 404750
97739 470727 100334 460040
406211 500000 411669 493876
270458 116229 275607 108652
120356 160828 124429 153270
245459 158467 253970 154947
341417 355827 349573 353943
279832 355341 287257 352345
243755 327850 248434 318015
85982 247424 90147 236773
202973 236209 206216 231352
340615 343087 343567 335378
24543 90956 30862 83442
338081 477757 344039 473585
171442 221202 177116 215303
44352 260453 50245 257808
9156 356422 12540 348548
215157 340859 223748 338027
388381 274178 393516 266482
155416 494595 160660 489537
491532 336718 500000 332586
258027 106343 264532 101716
230309 167794 233014 157417
411533 131318 416498 124110
296922 229822 303254 222371
54539 248205 57797 244442
104752 413550 114210 411390
239262 352737 244431 344945
283275 304407 290172 299128
220394 198629 222086 189510
104672 467470 115400 463996
437336 461516 440896 455628
383524 328660 393560 326215
90147 299911 93580 292098
439037 484815 441652 469778
309939 411436 314530 401436
278143 274568 283275 271801
283275 280541 290885 275791
78167 485208 81427 470727
389763 159571 394818 152933
177056 8414 179643 0
492878 379896 497244 371618
9427 234030 14609 229959
157955 296838 163665 290324
384954 137263 394818 133390
340685 105206 350120 101495
306046 450916 310389 440562
20004 251975 24546 244305
452880 326477 460495 321271
458974 159571 462574 150986
138824 238912 141722 225688
360389 249407 366758 242346
429994 181190 437812 176978
489949 237156 494638 233226
201930 171889 209858 168296
89879 500000 92605 493826
451169 494342 458435 489612
89066 84245 94355 78088
27741 460122 35787 456637
239210 318015 245626 314119
47377 319445 51232 313550
200321 58247 208813 54255
340685 101495 350120 99204
22477 79779 27037 74626
305378 500000 318512 496630
150205 190225 162573 188138
212685 500000 220727 497085
273518 77458 280310 73016
14791 222309 19523 217472
410538 447920 418953 444672
4151 487417 8394 481385
367584 380564 369675 373551
299130 142615 306803 138825
7197 188247 16981 185200
14405 291823 17218 284577
448430 314270 450820 306939
97662 491034 100825 483764
166501 102511 172750 98713
150169 134912 160441 131132
338874 390334 345447 384967
94355 80666 98433 72521
415694 35735 420664 30695
5390 465065 7014 456637
410535 225585 413595 210699
290759 490913 305378 488085
381916 242346 385749 239115
490508 292850 493918 284733
126150 226735 130767 220858
125659 428177 130248 423385
79477 376364 82186 369209
304503 35028 313051 29796
428827 388776 435608 384093
102594 329822 106193 319669
319063 357040 325019 350382
279832 342779 295591 340419
144263 13866 147721 5384
433134 430421 440896 425274
314769 93714 325437 91224
49873 115806 60847 114408
16567 471628 25342 467825
341165 134471 352558 131604
67399 165670 72765 163045
266604 349459 272457 343188
116466 299367 120356 292098
398204 318015 400689 308356
239262 405580 244036 400094
198515 371280 203893 362660
9005 79779 16237 74973
398589 209540 404020 201862
54460 138593 59894 130425
486209 106575 492445 103356
429548 225585 437474 220481
31916 114408 42873 110556
355563 416455 360360 409441
335019 272844 337335 265691
451169 405246 455777 396484
373336 463523 385475 459616
400228 107906 409225 105179
366871 70221 370702 59139
254974 366907 260464 359471
348062 372400 353023 365235
169851 330068 180355 327586
51900 110570 57439 106420
404611 231926 410535 227275
106193 367946 110821 357807
123442 411390 130320 405953
451363 181157 456826 178189
352282 423676 362672 422275
17860 368861 21040 359556
357060 133390 365132 128736
98805 110442 104074 104678
326051 333349 329369 324194
460035 178189 463693 172569
67399 39021 74030 35150
180555 458083 185161 450589
409225 116229 414151 108115
428077 170947 432060 159571
232766 39721 239837 35507
428124 242346 431221 230678
384717 3267 394869 0
209119 146128 212570 136655
94355 44909 98593 36923
61241 68863 67399 65750
239964 72717 244359 68602
394071 390172 397088 383420
492098 15313 500000 9511
158846 277878 164562 272310
73710 268768 78857 262784
150127 315871 155078 311533
381916 239115 385749 229734
184188 318726 188648 308069
406216 159571 417292 157052
164988 205655 171935 200248
434346 318015 436379 309792
188905 407708 194581 401514
312506 391657 319953 388853
330067 227383 338480 222410
320648 31785 324106 20055
364877 79509 369729 72701
349573 356181 356762 350525
433791 484815 439037 478763
473067 260391 482981 257330
397568 481368 403744 475672
279832 373407 287363 367662
168833 48985 177042 46762
9963 323810 16725 318027
67631 376364 73383 369209
15449 108538 20985 101251
125785 29616 131970 23014
463693 191323 467762 184484
28115 257933 35858 254069
344039 488139 346635 477099
18258 200898 25843 195050
437989 111360 445174 107354
361505 49391 365069 38680
159861 108963 164006 102511
374378 427648 378640 420913
400516 272237 402844 262786
340584 435477 346746 430138
415650 97125 423515 95164
164562 277878 168777 272310
475277 93417 482256 89096
342907 233951 352893 231249
417876 116229 424053 110056
192729 81428 196719 71571
440773 71719 448000 65986
29005 303790 33109 299514
99625 292098 106889 285797
336035 73201 346330 70644
245459 160768 253970 158467
324855 308882 334680 305385
84092 220379 85619 210530
404033 180543 413815 178042
396693 426446 406211 422112
146055 170220 152642 165917
31916 127477 43890 123631
288123 454836 295735 450916
337854 41104 342911 32728
131970 29616 135846 23014
492889 277754 500000 273700
44905 375112 53856 371733
233388 494415 237937 485448
111376 453448 115400 444025
25480 313065 35858 309009
16237 79779 17953 71031
104586 386142 107560 380061
113592 110442 120356 104550
215439 349988 223748 344737
12587 445454 20921 442855
144263 5384 147721 0
265267 415808 269908 410628
82176 387807 85731 376364
331068 440562 335174 432255
224631 262182 231000 259148
493500 220950 495773 212269
42873 68033 49880 65750
288713 120050 297773 116229
35426 500000 38533 486384
146587 148516 150601 139783
436565 272125 440313 262786
169851 349265 174675 342102
45760 193613 51260 188247
135234 57546 148228 55676
266691 29334 274801 23560
128312 351670 137833 349653
300310 173836 311362 170067
115502 376364 120356 369443
342911 31049 351387 27376
256175 318015 267274 314029
255748 195595 261338 190579
30834 323810 35858 316612
48690 448984 60388 445171
144537 331599 146750 322950
314299 381201 321543 377372
130248 453271 134536 442266
372268 182122 379336 177291
470015 286288 474187 276213
365069 18134 372451 14571
166137 483038 175525 478493
374463 209893 384172 205098
462153 131684 465831 126318
260551 154947 263423 145217
151065 474177 162838 470727
17388 215056 25843 211547
95760 159373 102541 155360
334026 295502 343351 290460
343351 296409 351589 291919
0 354767 3933 348548
315249 448226 322808 442755
120356 116229 123314 108155
85214 455792 91443 449041
110440 77572 120356 73893
463175 97156 467340 90339
213383 97529 219317 92340
71177 252998 76792 248391
319518 87857 326033 82572
391608 79509 399285 74831
0 314224 6927 308218
388962 133390 392008 123477
82925 289848 90147 286227
223748 348862 231665 345274
328161 154002 337426 149916
355755 31247 358969 23278
84092 200669 90147 197748
156022 416490 160427 409253
285449 30024 290880 24146
464832 308732 473452 303437
476064 150672 481244 143193
490834 356666 500000 351691
297352 198987 303254 193863
15596 318027 20964 313065
272457 334394 276485 324147
378640 427648 383503 420156
160992 54213 168833 48854
61693 130425 67399 126324
327685 31785 332684 27335
2229 152419 5660 143509
279832 500000 290759 498518
263024 123261 271652 120700
341165 137338 352558 134471
275607 111890 278256 103702
140081 331599 144537 322950
79455 404148 85214 396582
48962 50170 54238 41776
189780 122967 194581 116229
303254 227781 308432 222778
487161 92281 491404 84118
0 188247 7197 183023
288123 463523 297093 458930
81540 458786 85214 451341
327270 39552 332684 31785
256803 29334 262747 23560
421896 25821 426185 16275
394773 111172 400228 102624
256959 8328 267826 6300
274801 24146 279095 14439
179892 71571 190251 67739
154410 121554 160441 116229
446565 353704 454629 349946
364877 59139 367265 49391
84092 145990 89773 138596
290495 384470 295104 379036
157523 304950 162580 296838
68673 489314 73372 479752
358969 31247 363211 23278
84092 174620 90147 167008
186552 377185 189191 362926
4644 173782 9797 165804
190269 14274 197005 8732
67631 362764 72485 354890
357546 483915 359901 472222
4001 58764 11193 54028
341165 152810 347136 147766
309822 436162 312465 427226
262153 59334 273518 55802
406211 349946 414913 344742
194581 441312 203474 436344
178050 289960 189138 287588
224518 107487 228011 100216
223748 391624 232024 388992
292770 236916 296922 233654
415106 300828 427475 298048
450617 381037 454897 372680
120356 120541 130036 116229
134428 401897 138658 396582
229646 429064 234615 422067
222008 87434 227215 81044
487017 490971 488712 479028
155492 77325 162388 71571
110440 73893 120356 71533
446298 479697 451169 473730
441394 303955 450820 298967
187942 60713 197005 57993
294123 178073 300310 172921
34647 71084 42873 67583
247136 438538 250769 433433
230986 228834 233696 220270
242867 21895 248767 17021
14609 241428 22942 239121
271331 271801 283275 267900
166259 12836 172052 8182
29176 445454 35787 439564
410410 455826 418953 451267
312096 352491 319063 350037
322798 406294 327576 401436
401853 20141 405696 12660
0 433481 3655 424003
205642 480603 213082 476014
244355 193708 250435 187681
62712 321877 69998 318265
172661 439067 174981 431145
368145 262786 372157 257914
296816 5841 303645 0
357060 146674 363543 140369
218296 176664 222918 170093
159276 362018 164132 354302
440773 54200 448000 49391
220727 461906 228073 457000
459126 112711 464631 106116
388969 116229 392797 106430
271652 154947 277133 148895
172630 172378 179744 165917
147342 360052 150201 353346
290508 135079 294799 127873
394818 148529 399630 140922
258924 246938 265064 240160
0 14241 5557 7723
384262 318015 390814 311414
437812 201862 442370 193258
150127 304172 157523 298777
205632 322934 210415 318015
168777 269529 180253 266956
103560 479300 108148 470727
329333 261711 334694 254220
233696 231458 242037 226653
317411 193615 321842 190479
370817 99927 378415 93970
307751 7557 313094 0
160427 420907 166612 415919
67399 232384 72470 227046
342911 38218 347425 31049
0 207492 2968 200898
287363 373407 298389 370972
223748 321807 233166 318015
239443 187668 244355 182221
265766 497101 273193 491834
474832 217936 481423 212269
428435 455628 433826 451389
309327 415627 316286 411436
330801 116229 333116 107158
173217 380761 180140 377185
338895 265691 344314 260537
305203 131258 313420 127873
79971 90470 84356 84245
0 465065 5390 456637
291345 246223 295194 236916
110821 369443 115176 358940
418953 489812 426142 484815
67399 197975 71991 191468
175816 203304 181794 198152
248434 322283 254529 318015
89653 396582 97993 393501
473452 308732 479047 303437
67399 78088 72246 69932
239152 443512 246291 438538
437812 174113 448236 172569
382087 401260 385475 394371
439053 329296 454369 326477
247152 208817 250435 200436
318296 299501 320886 284877
164006 108963 170513 102511
73710 275346 79703 270561
307599 332628 312096 326386
81488 246200 84070 236773
0 328873 5925 323810
232766 35507 239837 30432
481858 134703 486183 128610
297665 268575 310686 265894
346746 436902 351687 427483
345872 191831 349752 182221
212685 487630 216297 480603
312045 105720 316122 100336
465831 127765 476064 126318
244359 72598 247981 68602
62861 96393 67399 89979
70283 403367 75792 396582
0 178303 4919 173782
145774 428469 151885 422175
21631 57037 26668 48497
175266 163926 183629 158321
478742 186997 481461 178872
467762 188142 471769 184484
435332 359407 437978 353535
21040 368861 23210 359556
123442 405953 127518 401897
257143 450071 261634 445090
438052 8479 444133 3113
44861 233653 50245 227087
385475 370599 391038 365235
430192 125527 432491 116229
348618 318015 352035 305385
92605 488072 97662 478820
372451 32767 384717 29030
418953 461516 423825 455628
386711 196058 391416 188977
487020 186191 500000 182844
427301 291237 436655 287683
368609 406207 374378 400785
369675 369044 378896 365235
239262 381672 246380 376527
268231 362065 279832 358542
110512 198092 116353 193019
259983 300971 263601 293181
202479 37939 204842 29523
199109 415968 207212 413340
200789 473548 205642 470607
94148 248109 98237 244055
177602 349175 186552 346348
142728 435477 149354 428469
151885 470727 157233 465856
147572 464504 151885 461014
9005 64563 16237 60470
82831 35150 87265 25850
20985 108252 31916 105324
283563 61222 292935 56796
425628 359407 429550 353535
93553 292098 99625 285797
233696 236916 239480 231458
115968 234607 120356 229647
165535 82045 168328 71571
400689 314670 405622 308899
451169 427162 455070 417887
343567 329114 347002 318015
184628 342102 194581 338097
120356 331123 128603 327875
474370 73913 478672 67341
494319 43289 500000 40622
16981 165383 21650 156994
238214 7808 245709 3405
339275 191831 341415 182221
98731 153056 102541 145990
177056 21721 183012 16132
13440 408939 18134 402889
130248 435477 135079 428031
106873 92541 115760 88778
130158 474701 137309 470727
433791 478763 439037 469778
26668 51114 34698 47113
207653 156986 216918 154292
452139 49391 456742 43270
350117 84481 353874 79509
418953 484815 421481 474081
4151 500000 9863 494040
208813 45347 213851 37939
48921 487957 54612 481062
16766 249778 20004 244305
291571 127873 297773 121919
224511 314229 233873 309747
408277 35686 415694 32339
151320 116229 162141 112364
67399 267016 73710 263487
120356 153270 130540 149489
155703 489537 159923 483038
133515 182684 135584 170220
144578 155714 150502 152230
100334 461209 115400 458124
39906 102947 42873 90956
94355 65650 103641 61629
37981 25885 42873 20668
55116 152124 59045 147077
145944 478296 151065 470727
137833 372890 145213 367824
16725 323810 20964 318027
98593 34040 106873 28955
466494 150986 469616 140407
428004 93191 431223 84118
42873 4785 47337 0
457622 435684 461867 430000
35858 363043 41901 358931
9230 405683 13440 396582
397088 385931 406211 383420
356762 355246 365074 350779
337338 7630 339972 0
328621 65940 333373 59653
13186 16655 18043 11575
329369 411436 332551 400785
380633 273178 384104 262786
372451 42444 378071 40006
48690 473422 55075 468235
314769 97849 325437 93714
67631 350272 76577 344996
451169 500000 458435 494342
5658 442140 12587 439568
188321 152489 194581 146338
279832 334525 285946 327161
236139 49391 239837 39721
316286 415627 321683 411436
46497 184909 55101 180944
226714 32967 230634 24290
438052 30245 441431 21699
108148 481102 110246 470727
406509 242346 410535 236385
254789 272826 258924 267260
342448 463523 348282 457297
457472 475072 463085 466884
374682 107462 378415 99927
233696 289375 245000 285552
76577 350272 82186 344996
110512 182068 120356 179465
349752 208055 354478 202577
162265 286212 163862 277878
428827 402407 433904 397663
325019 357040 329369 353809
360529 100266 368121 96023
239964 61316 243433 54378
224755 235674 233696 232655
91703 410177 99396 406995
35787 445409 41406 439698
384650 225581 389781 221687
240290 30432 243207 21895
492878 367805 494840 356666
288713 127873 291571 121919
425628 365554 428786 359407
385749 242346 389781 233512
419690 121990 425199 116229
166612 420907 170049 415919
90147 285797 96142 280830
380388 40006 384717 32767
463243 150986 466494 140407
301355 258632 304488 246223
274946 160880 281861 154947
241872 137832 244930 130923
13440 402889 18134 396582
14281 277558 19093 272820
242037 231458 250435 226653
487020 201862 490460 194965
352082 481299 357546 476294
40085 171065 42497 162862
263601 300971 266390 293181
27741 465065 35787 460122
140536 291767 145134 284946
160427 431145 164253 425501
356762 323819 363408 318015
438937 84118 443964 76460
398589 213350 410535 209540
233696 240720 241096 236916
48690 458349 57411 452906
245709 12154 248767 0
387475 29336 391417 18980
441652 495584 451169 492777
141722 224230 145944 215303
27049 445454 29176 439564
48690 481062 60388 477418
0 333186 5925 328873
322076 105720 325437 97849
20364 338185 24353 331871
117453 407640 123442 401690
200294 262135 204911 257168
330067 213675 335296 207849
279832 454397 288123 450051
469398 35179 475691 29903
273193 485110 279832 478848
223748 377405 232024 372755
97493 97261 102654 89008
441652 492777 446856 487726
120923 465870 130248 463607
172584 407708 180143 404343
75792 415715 85214 413911
255144 278811 258924 272826
0 90956 9108 87822
205642 460920 209123 447748
382023 308534 386064 299300
342448 450522 348282 445300
179718 468661 187277 463093
60388 491177 68673 486421
42873 46399 46246 37338
26108 348548 29514 343133
493229 242346 500000 237156
194581 404750 199109 397275
305634 440562 309822 435154
379336 201862 386711 198166
111659 352857 114920 346280
194581 120457 202352 116229
437989 116229 445174 111360
41085 481062 48690 478191
272795 450372 276778 445303
0 500000 4151 495053
332684 32728 337084 26487
144578 136341 150169 131132
441839 189462 450789 184401
132169 170220 142092 165917
360389 297526 364998 291237
439688 415512 442592 404960
120356 29616 125785 23353
57797 248205 67399 244442
332475 169093 336040 159571
442592 408900 451169 405900
84070 256764 90147 250599
106172 165931 111592 163262
234557 403335 239262 399037
60367 368200 63669 358933
0 108538 6514 105182
219108 127588 222918 116229
174064 71571 175853 60713
332097 454466 339185 448540
413480 210699 419108 205720
489549 406875 493240 396484
48690 437182 60388 433481
479201 298819 483875 293279
426393 484815 428983 478358
83715 490976 88096 485208
152642 169178 165548 165917
365074 360282 369005 350779
13470 195050 19956 188247
351780 228486 360389 226174
57439 114408 61215 109032
411919 140255 415960 131318
220394 209727 225019 203445
367967 88624 372806 79509
131078 319667 136120 314134
282988 227484 287608 219899
230449 370964 239262 367313
474187 285690 483875 281344
99396 416490 104752 410704
441394 318015 450820 314270
17860 355704 23704 348548
84070 250599 90147 247424
341417 349844 345362 343087
481423 225028 489343 220950
492682 209435 494656 201862
55075 467427 60388 462922
120356 57546 124521 47052
250151 242033 258924 236916
67399 220382 72019 216449
303529 56525 308775 49391
486610 233226 491265 227847
224631 259148 231000 254167
18633 207492 20993 200898
34619 123631 38197 114408
390625 496296 398631 493201
258142 329996 266604 324519
143668 189062 150205 182684
72736 389728 74872 379902
402221 399565 406211 390172
320446 148895 324935 145070
273677 144545 278320 135079
85687 67195 88288 61338
238744 268755 243775 264800
428983 484815 433791 478358
253147 101931 258027 92340
138453 92340 144313 87838
177116 221202 180812 215303
451615 372680 458214 365733
255051 154947 257887 145217
125525 479527 130158 470727
41420 188247 46497 184017
136308 149489 139287 143056
459367 84118 464041 76065
38550 144742 42233 138593
144966 416490 151458 409253
233014 175111 239768 172246
144957 182684 152642 177449
145944 481820 151065 478296
447307 273463 451495 262786
44925 138593 49997 130449
175816 205655 187211 203304
428441 25821 433794 18900
107767 264781 113560 260306
295995 388848 301737 384470
141722 205741 150205 200668
349099 291919 353832 284877
385475 448745 391218 442577
106193 341529 111618 334751
147215 177449 152642 170220
101766 427671 105742 423852
130959 381154 136771 378230
168451 213794 174016 209292
58810 337446 64323 329222
111592 172226 115617 163262
493557 474651 500000 467722
265294 171748 271039 163834
404118 291237 407235 281167
256660 84084 263667 80010
45780 346949 53856 344996
139407 44732 148228 40793
118837 492078 121549 482687
182150 476079 189787 470727
150205 203370 156629 199259
76977 217738 78703 206915
475277 96170 482256 93417
413901 10322 418062 0
330817 301237 333905 295502
459367 76065 462274 60419
471717 318015 474606 308732
432268 57189 440773 53234
231554 445975 246291 443512
60092 358933 67631 353734
450437 141846 456568 137253
62634 109032 67399 105621
483875 301338 485788 292850
35858 337446 44023 331764
413815 184703 420236 177442
135234 50178 141185 44732
335296 213675 342968 207849
420236 193990 424609 188914
120356 396582 123743 389574
309822 427226 318607 422055
255584 497101 258520 488993
271331 260756 274366 255992
418953 492993 426142 489812
250435 197075 255748 192633
297212 308328 302757 303225
120356 20478 125785 12914
330067 229763 338480 227383
392008 120697 394818 116229
60388 466595 67339 460446
116772 314014 120356 306667
209813 285813 217540 282283
344039 493848 348976 488139
216618 49391 222855 41797
360389 195921 366254 188603
369867 49391 372451 35305
325437 99204 337230 96881
251370 6300 257303 0
141722 215303 144388 205741
120356 296838 127509 290830
325837 168148 328161 162098
460200 458452 466080 453806
233014 135649 241872 130923
176328 276943 180253 269529
290885 299128 297212 295289
385829 123477 392008 116229
351943 500000 360374 496180
469616 150986 472349 139340
0 156265 9797 152419
162580 301585 169851 296838
89300 129539 97089 123645
160660 494595 164602 489537
20985 105324 31916 101497
460842 140407 463614 131684
6054 256978 9079 244305
344039 500000 347801 493848
153457 296838 157955 293173
349655 62833 353362 53267
188399 390008 194581 384691
487497 7751 492098 0
477853 248930 482981 242346
492889 273700 497618 269372
191113 276943 194581 263883
35858 352592 39128 344996
215439 356275 223748 353850
374378 392212 381252 386860
450789 187293 456826 181157
204157 54255 208813 48313
290148 198987 297352 193863
431356 109349 437989 102624
483157 23172 487497 15864
432388 436490 434693 430421
346746 427483 352282 422275
74872 389728 76923 379902
222855 43139 230141 39144
199276 269585 204911 262135
308399 193739 317411 189465
149136 125088 154410 116229
354478 203265 360389 197516
227218 288351 233696 283421
311547 284877 323002 282456
