4000 50000 50000 
31093 20312 32235 19769
5822 12745 7136 12462
41811 30946 42211 29616
16190 26631 17134 25629
44959 21551 45779 20629
42933 20229 43613 19451
12661 21609 13417 20887
40775 48810 41437 48319
2045 47379 2684 46030
20669 16103 21303 14907
24631 24519 24972 23057
21382 36403 21986 34856
27398 3297 27721 2465
7318 8761 8282 7832
44117 9354 44724 8391
37772 24449 38567 23379
47149 7976 48166 7091
29477 30567 29974 29687
10896 20026 11314 17739
24763 18378 25505 17996
42908 22725 43398 20914
45256 1053 46356 339
28551 32197 29361 31305
23046 50000 23781 48849
44756 12593 46531 12199
11314 29912 12680 29443
46876 41196 47163 39723
30892 29687 31524 28360
12256 47831 12977 47125
37772 42273 38949 41696
16440 32316 17556 31501
17230 32564 18473 32316
10429 21074 11314 20026
11314 24985 11951 24405
7318 7832 8282 7110
32221 50000 32530 48947
43398 22725 44037 21775
43622 37808 44919 37424
44475 25327 45173 24790
11428 12794 12889 12359
39622 23396 40259 22855
9042 1329 10024 672
41811 42832 42728 42354
43126 31999 44025 30946
47728 41196 48520 40523
45256 1331 46356 1053
20999 46291 21465 45183
46876 34465 47998 33788
22305 26464 23840 25909
12680 30841 13417 29897
14700 4950 15788 4237
46380 26017 47632 25675
44057 30946 44480 29616
6399 48251 7750 48043
7550 41950 9083 41529
28027 32908 28551 31305
18917 7355 20257 6704
10906 39260 11314 37788
38458 41215 38949 39923
1923 48858 3089 48300
33191 36075 33711 35295
47910 2566 48484 1075
18219 4237 18917 3577
38881 10824 39610 10035
1898 2694 2366 1808
1410 30167 2422 29577
48895 44941 50000 44475
9827 39571 10476 38399
37848 2399 38474 1951
3396 32162 3807 30971
0 50000 380 48236
34887 42804 35558 41835
12062 26232 13417 25712
1797 36871 2482 36022
7550 43701 8799 42983
28345 27547 29045 26994
39711 30922 40403 30266
25748 25673 26108 24519
48208 28635 49071 27681
0 38584 968 37908
25748 26626 26276 25673
1796 27907 2536 27464
18277 47495 18609 46291
40940 33900 41811 32958
24085 41809 25076 41096
41047 45867 41353 44816
21288 37812 22011 36932
29172 39774 29683 38966
22811 30303 23888 29627
19310 27107 20301 26631
5822 30856 6650 30422
24819 10255 25668 9464
10024 442 11367 0
30577 4261 31297 3356
39722 30266 40248 29150
4306 7427 5822 6864
18501 27771 18750 26631
16101 693 17337 0
8282 9869 9282 9034
48979 18188 50000 17704
42211 30946 42956 30463
44037 24790 44379 23615
660 24226 1597 23313
13417 40256 14484 39719
24308 48849 24563 47495
23483 5928 24321 5542
18248 1020 18917 0
18569 6919 18917 5931
41099 1967 42278 1520
30666 48251 31314 47127
19579 4743 21419 4365
28638 11602 29739 11042
38235 20314 38786 19324
29683 39774 30089 38758
16398 47314 16875 45505
33099 28519 33765 27406
44300 1233 44750 0
8374 23044 8898 22417
29264 1948 29501 887
41811 41194 42435 40352
8651 16577 9278 15197
47530 27355 48562 26680
7939 17840 8725 17415
13417 6256 14508 5747
24321 5463 25249 4713
33647 25909 34175 24519
20445 23809 21235 22952
4726 19767 5215 19026
44710 37424 45469 36584
38933 6441 39557 6041
48797 8054 50000 7382
12062 28406 12953 27442
36085 3097 36663 2578
1568 32223 2633 31418
24192 10802 24819 9464
1410 29577 2422 29011
17723 11958 18148 10985
44730 27946 45373 27099
0 28128 1051 27464
39950 5599 41099 4868
16682 41809 17643 41238
42278 2104 43022 951
20310 41809 21946 41353
38233 29150 39172 28400
48613 50000 50000 49609
1590 3848 2366 2694
47945 49350 48613 48289
30668 35744 31146 34021
38650 4485 39673 3888
16190 27771 16901 27186
33825 48956 34799 48033
11314 20547 12570 19802
5822 30422 6925 29836
32235 24519 33053 23518
23235 39566 23745 38183
14314 30834 15356 30077
12222 19541 12763 18957
593 13520 1161 11945
41099 9354 41639 8039
8523 27918 9834 27364
37772 37172 39191 36731
8978 7867 10272 7479
46876 43352 47443 41988
27216 21451 28338 20648
12074 2214 13417 1549
17556 31571 18549 30834
45919 37424 46876 36732
25094 28894 25748 27457
4022 42917 4736 42216
29936 11042 30624 10394
11314 33164 11869 32091
3410 5340 4106 4808
46090 43336 46876 42832
16190 27186 17859 26631
41118 27135 41811 25921
5822 31674 6650 30856
40940 34693 41811 33900
7288 21649 7926 21089
31291 39332 31922 38378
18917 2907 19826 2293
45779 21551 46191 19451
44480 30946 45091 29616
0 34283 1272 33795
11314 17609 12102 16902
30592 27237 31524 26401
27286 5646 28638 5189
21030 40488 21578 39866
46191 20287 46865 19451
20811 32494 21344 31726
3396 18307 4032 17473
47998 33347 49093 33093
24972 23923 25634 23057
6985 39787 7550 39144
4303 28869 4559 27419
18680 14946 19080 13784
44037 20445 44959 19451
5130 10460 5822 9886
14658 38183 15523 37232
8667 47773 10019 47513
29388 5718 30700 5167
9631 24219 10106 22417
45374 10234 46531 9750
38691 8251 39702 7404
22676 4365 23025 3132
27030 28476 28027 27812
47998 32451 49093 31604
3396 22247 4576 21516
19863 35587 20919 34856
35206 23926 35846 22832
48121 35331 48739 34465
47891 20455 48744 19334
34799 49063 35452 48091
47891 18188 48979 17605
10653 23271 11314 22417
30558 24519 31373 23866
35975 33352 36450 32656
6956 35149 7311 33774
29826 22806 31214 22332
25061 2024 25493 1034
14257 28894 14574 26899
30309 29687 30892 28916
29997 48920 30666 48552
41517 46912 42664 46598
45690 29883 46876 29114
46876 29724 48765 29276
40349 32211 40745 30922
4723 16113 5087 14907
2948 26821 3396 25553
4785 20494 5822 19767
968 38867 2482 38585
21235 28894 22775 28606
5133 40657 5578 38992
10215 24523 11314 24219
18112 20893 18903 20275
32263 36400 33711 36075
46871 19451 47891 18730
31533 1356 32268 608
24819 11705 25668 10884
10434 49120 11314 48251
25249 6741 26177 6327
41811 25892 43156 25505
24257 24519 24631 22498
20805 12919 20994 11478
45256 339 46356 0
20571 36932 21986 36403
29028 31305 29860 30567
43206 6767 44117 5985
3039 13826 3705 12441
45271 20629 45779 19451
17391 42377 17994 41809
28974 4713 30085 3871
31458 16461 32291 15645
15959 41809 16682 40758
30107 24776 31524 24519
4263 10502 4673 9406
3396 15701 4371 14907
20482 34480 21717 33708
8856 31674 10686 31190
9735 18188 10896 17739
6634 16446 7137 14755
34947 18556 35211 17009
38421 22855 38733 21248
25076 41568 26432 40899
43926 50000 45599 49600
37365 4485 38207 3522
2326 35149 3396 34323
32399 28519 33099 27406
13417 43321 13987 42422
16381 30834 16772 28894
7550 39198 8266 38482
42075 8562 42976 8240
27597 11356 28638 10661
19853 22211 20294 20893
34726 16259 35420 15364
18283 26631 19784 26393
8853 48700 9745 48251
34026 3097 36085 2774
27318 16001 28021 15182
48421 42778 48990 41737
16351 16582 17057 15484
4771 38327 5596 37676
1991 18713 2354 17761
26177 11458 27045 10646
5822 12462 7136 11835
33635 39845 34477 38821
20301 27718 20798 26631
518 22249 1030 20748
26882 37002 28027 36411
38949 41978 39888 41467
29936 10394 30876 9398
44475 26581 45173 25327
6485 47513 7550 46704
2366 1294 3019 0
23335 34856 23637 33708
36308 49343 36708 47635
37862 11907 38518 10975
955 8666 1611 7682
44329 12593 44756 11342
17418 46291 18219 45253
40259 20700 41811 20314
20836 4365 21552 3197
29056 20648 30457 20184
33155 3097 34026 2046
30906 19452 32235 19002
1610 20748 2159 20082
25495 25906 25748 24519
0 33795 1713 33543
5438 46490 6485 45893
0 15543 782 14662
39172 28607 40152 27965
43584 29616 45091 28978
17374 21643 18079 20893
15386 3099 16397 2431
8282 5203 9455 4747
33711 35329 34658 34737
14728 44009 15393 42917
35286 43657 36308 42804
12193 21609 12661 20887
29488 33915 29916 32908
29504 43711 30666 43027
40914 44816 41469 43756
4239 31102 5023 30478
38446 46598 39957 46197
33889 33794 34658 33295
11367 1329 12074 0
16772 30834 17236 29648
30666 44188 31921 43489
18473 33292 19188 32316
18148 11958 18876 10985
12352 41181 12833 40521
20267 50000 21665 49671
20684 28894 21235 27718
17418 48339 18218 47495
8523 28305 9834 27918
21419 7355 21811 6190
4693 34285 5382 33579
47998 33093 49093 32451
44174 4227 44750 3144
4306 6864 5822 6252
4321 8941 5822 8611
36308 42396 36791 41155
21633 30534 22026 28894
0 36022 1051 35149
3843 36194 5145 35955
15388 41809 15959 40758
4371 15701 4723 14907
23831 20648 24516 19821
5822 27020 7077 26410
45717 41358 46377 40327
10437 30422 11314 29726
21235 28070 22775 27664
43701 5720 44806 4957
40212 34693 40940 34022
15287 13720 16351 12973
29291 23856 29974 23057
38839 18454 40181 18140
9240 3827 9998 2613
38405 38496 38747 37172
17832 7355 18917 6919
48613 48924 50000 48674
28338 22006 29012 20648
5061 46490 5438 45128
27721 3356 28296 2402
25124 43650 26523 43094
24416 18841 24763 17009
46531 9900 48346 9517
26022 48853 26867 47792
34799 46420 35920 46120
42075 8240 42976 7298
30666 50000 31301 48947
0 31505 784 30803
3396 28869 4303 28229
3794 7427 4306 6252
48484 2566 49338 1482
35261 2774 36085 2046
36820 32656 37772 31979
8788 41529 9083 39820
48088 45460 48895 44475
38927 30922 39711 30266
23907 1186 24630 0
23483 12053 24819 11821
14880 31847 15750 30834
33300 29173 34658 28519
18219 46291 18566 45253
17783 29193 19174 28894
12222 18957 12763 17609
19886 12919 20805 12543
21235 27112 22775 26837
9834 27953 11314 27364
7550 38482 8181 37788
37341 8507 37641 7360
40510 44816 40914 42832
5990 50000 6399 49310
11314 40319 11667 39069
38689 43470 39567 42832
5759 43192 6443 42216
24769 28894 25094 27457
41811 35595 42467 34886
22289 47495 23252 47100
44505 17781 45087 16861
26432 41462 28027 40905
22962 14141 23483 13372
43584 28978 45091 28635
694 37496 1155 36871
28974 3871 30577 3356
13417 25589 14753 25043
6399 48043 7750 47513
1272 35149 1713 33795
16875 46619 17418 45505
9137 39198 9827 38482
17374 24777 18485 24066
18007 22211 19170 21643
33944 10012 34609 9263
18207 18269 19211 17413
39072 10035 39702 8771
9827 42983 10882 42157
14945 44538 16398 44009
24563 46596 26022 46291
1480 1808 2366 878
33448 45297 34126 44568
19746 39866 20456 39100
1603 6209 2366 4953
28427 605 29860 0
22334 20648 22871 19539
17723 13784 18876 13313
17643 41497 18600 40758
41811 34441 42467 33178
44527 41723 44919 40541
5020 24734 5822 24312
23781 50000 24563 48849
15584 10219 16351 9609
26432 40363 27386 39432
24819 11975 26177 11705
26125 46291 27058 45692
24321 7618 24900 6060
39172 29150 40152 28607
28388 29687 29045 28346
8801 14091 9531 13276
8277 37788 8886 37108
44505 16861 45300 15861
24085 40407 25076 39790
28705 36532 29511 35744
0 2966 346 1808
3631 10502 4263 9406
9065 22417 9735 21649
24511 35812 25174 34558
33778 30541 34658 29687
14329 44549 14945 44009
29739 11602 31068 11042
48626 46218 50000 45651
22906 2293 23483 738
11314 23652 12535 22913
7357 4820 7698 3117
33316 32017 34658 31550
25628 8160 26177 7618
36282 24519 37070 23540
30666 44802 32641 44429
38567 24449 38923 22855
46090 45384 46876 44656
8830 3827 9240 2807
5159 26401 5822 25551
23745 39566 24085 38183
48744 20455 49245 19851
22011 37155 23234 36932
11314 48280 11661 47125
36609 27490 37070 26640
3410 6252 4106 5340
8338 49296 9155 48700
32245 11290 32781 9781
19886 12543 20805 12006
30666 38875 31291 38201
22716 5008 23483 4365
6630 1851 7259 770
21015 738 22271 0
31533 2972 32414 1976
26548 2465 27208 1991
43622 38191 44919 37808
32341 41299 33021 40805
10746 31190 11314 30422
11428 9251 12168 7947
13150 42940 13417 41628
24631 21948 25721 21603
17992 9069 18876 8418
41265 42832 41811 41808
42667 18847 43085 17985
9998 3827 10544 2613
5822 35149 6426 33774
29112 11042 29464 9398
12040 41937 12352 40319
33021 39845 33635 38821
12880 22913 13417 22174
28638 7938 29817 7450
35585 29704 36276 28519
38879 26329 39349 25388
15396 36002 16766 35515
36904 10933 37862 10035
1582 24710 2247 24226
25447 43094 25878 41809
43034 46598 44096 46043
6983 4490 7357 3117
36567 7476 37341 6441
13417 1445 14009 0
15843 22424 16503 20991
14511 32793 15049 31847
3496 47513 3948 46818
48556 557 50000 0
49093 32709 50000 32328
42075 7298 42333 5985
25174 34525 26190 33708
14753 24747 16190 24333
12256 48620 12977 47831
6350 20312 6910 19256
7518 26364 7881 25156
14189 10084 15078 9741
14945 49114 16535 48651
39673 4868 41099 4373
19110 33708 19911 33292
6132 1851 6630 567
9240 2005 10276 1329
2482 42216 2886 41123
28301 2402 28564 887
2482 39438 3204 38458
23235 41809 24085 40819
44744 44530 45334 43437
20257 7355 21419 6704
3843 37273 5306 36727
15510 17952 15846 17009
21544 14141 22127 13372
18368 32316 19011 31571
49245 18647 50000 18188
5130 9886 5822 8941
16503 20713 16951 19454
41099 3736 43106 3288
15846 17952 16698 17009
49737 25220 50000 23727
13887 49327 14459 48091
39673 4373 40125 3522
0 45655 1485 45009
48088 46218 48626 45460
35846 23540 36166 21774
10024 1329 11367 879
45091 29114 46876 28635
40655 22479 41811 21741
41517 47528 42664 46912
6650 31003 8242 30422
37772 50000 38257 48319
37707 5566 38533 4868
36961 34984 37772 34069
42241 16582 42830 15362
38515 27965 39135 27372
23848 48849 24308 47495
806 6598 2366 6209
49458 43184 50000 42001
41811 40352 43306 39888
3843 36727 5145 36194
25174 36193 26190 35841
12161 7947 13417 7713
11869 33164 12460 32469
36572 15950 37772 15630
28027 30567 28817 29687
12556 24405 13417 23652
15860 44009 16294 42720
41164 28396 41811 27135
14182 5747 14700 4237
26108 25673 26785 24519
25197 2881 26079 2024
48985 47298 50000 46879
47614 5985 48195 4741
19507 11674 19886 10383
22878 46291 24372 45749
32291 13273 33473 12593
26612 29994 27183 28894
18609 46733 20016 46291
0 11945 817 11102
35452 50000 35833 48091
1183 30167 1410 29011
48739 36093 49093 34465
9834 28305 11314 27953
12680 29897 13417 28990
36085 1180 37365 546
47891 14420 49030 13620
19221 21643 19853 20893
17402 2305 18219 1612
41265 41808 41811 40983
30666 45886 31609 45386
36450 33352 37772 32656
47891 13212 49030 12593
41185 16308 41811 15143
42424 39123 43468 38505
17354 8418 18032 7355
21235 20648 22334 19893
6905 29836 7846 29026
40978 36036 41525 34693
37070 22805 37772 21914
840 3511 1590 2694
2709 33004 3396 32223
26655 12257 27597 11458
14847 743 16101 0
6786 43332 7550 42216
34658 33352 35245 32233
39178 47326 40126 46598
45166 46598 46090 45820
37772 29150 38233 28400
42291 29616 43037 28635
35975 32656 36820 31979
33316 33295 33689 32017
19174 29648 19911 28894
10063 28760 10834 28305
40410 10035 41099 8866
5822 7734 7318 7110
45091 34604 45820 33521
46876 46218 47255 45002
15584 11323 16351 10219
48166 8054 48797 6606
26523 43650 28027 43094
15750 33708 17230 33340
39888 41943 40702 41387
31763 22332 32235 21394
36526 26640 36971 25067
22775 27457 23914 26837
1590 4267 2366 3848
47476 21991 48377 21551
45641 48579 46038 47702
38257 49548 38645 48319
23389 19539 23898 18841
9928 6211 10311 4747
40713 8412 41099 6441
10106 24219 10653 23455
49171 25220 49737 23727
6370 7110 7357 6367
0 34669 1272 34283
29826 21017 31105 20648
33504 8482 34685 8043
23483 6875 24321 5928
48517 11239 49330 10514
46356 1075 47539 450
3000 47379 3496 46176
42601 4957 43106 3736
41811 17985 42296 17097
8490 29726 9316 29065
4239 29638 5023 28869
3843 35955 5145 35371
29826 22332 31105 21623
24186 4713 25071 3975
18917 3317 20836 2907
35714 48091 36308 47128
21719 8349 22412 7355
8282 1971 9240 1329
40702 40453 41811 39923
12074 2514 13417 2214
12168 10389 12894 9578
7550 37788 8277 36536
7318 9795 8282 9329
5061 43685 6443 43192
32724 20098 33803 19439
9531 12749 10043 11835
34441 6441 35383 5765
26841 16001 27318 15182
26868 32774 27163 31726
0 10600 817 9650
3396 33097 4239 32162
5822 1851 6132 567
9816 6972 10445 6211
27183 31726 28027 30923
26190 38183 28027 37680
33031 16216 34039 15910
38927 30266 39722 29150
3132 10502 3631 8941
36110 37649 36696 36942
31922 39332 32423 38378
24511 34558 25174 33708
16190 25629 18283 25252
2296 20082 2849 18713
728 32824 1713 32223
31609 45886 32641 45386
10899 22417 11314 21074
15317 16183 16351 15592
17723 12716 18876 11958
44123 34437 45091 33837
24372 44255 25171 43650
31068 12593 31439 11042
2366 10502 3132 9840
30107 27555 31524 27237
40741 25388 41811 24495
19863 37559 21288 36932
9735 19337 10896 19025
11428 5725 12787 5106
39557 6441 41099 6025
28638 9398 28968 7938
38495 25104 39389 24449
37365 1951 38144 856
19342 50000 20267 49630
39956 32211 40349 30922
45679 17781 46432 16861
27721 887 28427 0
42278 2566 43022 2104
10723 47513 11314 46583
19861 18604 20560 17412
7759 33368 9281 32805
968 39869 1508 38867
41164 29150 41811 28396
22040 16655 23483 16061
2131 24226 3396 23647
34404 42804 34887 41338
39192 16308 39758 15143
3396 17473 4192 16550
0 1415 1480 878
33379 49460 34799 48956
49245 19637 50000 18647
9083 41706 9827 40749
41047 46598 42042 45867
8898 23715 9631 22417
36971 26640 37772 25527
31415 32982 32407 32198
25904 16427 26841 15526
11314 24405 12556 23652
5596 38327 6442 37676
47658 48250 47945 47298
13417 19454 13940 17952
14403 15988 15317 15592
1161 13520 1561 11945
29987 29083 30309 27555
27608 26626 28027 24519
13987 43321 14728 42422
14888 18695 15640 17952
19894 44009 20999 43510
3948 47513 5061 46818
12833 40562 13417 39069
2366 8225 2792 7171
19886 13784 21544 13528
43932 39087 44919 38505
12775 37779 13417 37029
8282 4747 9429 4384
21235 28606 22775 28070
1561 9936 2366 9332
5822 14091 6282 13276
19863 36403 20919 35587
35667 11373 36321 10933
0 11102 817 10600
41517 48319 42664 47528
6650 31674 7092 31003
7077 23715 7964 23044
24372 44900 25242 44255
17418 49512 19342 49085
1485 45655 2045 45009
1713 35149 2326 33587
46377 40086 46876 39198
24563 48257 26022 48047
48979 16870 50000 15975
17374 19860 18112 19276
0 29011 1051 28128
36276 30145 36726 29064
24563 49311 26504 48853
32235 18906 33803 18556
0 14662 782 13520
3204 40231 3843 39440
2422 30167 3396 29406
43156 26622 44037 25794
29045 27555 29669 27049
13417 28894 13937 27398
11314 16392 12763 15870
33933 38821 34477 37501
33754 42804 34404 41440
35873 45589 36308 44568
44988 7505 45533 5985
33566 23518 33848 22199
38144 1951 38474 856
45829 11043 46531 10234
15640 19454 16723 18800
8841 15197 9735 14499
38235 19324 38786 18454
5822 17326 6541 16446
4783 21147 5822 20494
22412 8382 23483 7795
3705 12964 4673 12657
18876 7623 19990 7355
43670 1233 44300 0
8612 47513 9453 46522
19179 24777 20445 24433
0 39869 968 39438
20301 28894 20684 27718
15788 4950 16351 4237
36122 18556 36687 17009
21419 5253 22323 4365
44505 13291 45167 12593
43096 35595 43529 34229
5133 41185 6442 40657
32781 12593 33570 11817
26785 25509 27608 24519
37341 9005 38263 8507
43156 27592 44037 26622
49093 32328 50000 31604
11314 35570 12481 35233
11314 18827 12222 18078
21235 22498 22306 21941
24900 7618 25249 6060
5822 17840 6541 17326
14605 15592 15287 14824
10882 42983 11314 41661
43606 4227 44174 3144
13417 23786 14753 23331
9916 10737 10572 9553
11897 15870 13417 15254
16060 40758 16503 40095
13417 40758 14484 40256
9429 4747 9933 3827
42571 12593 43384 11632
37772 35201 38729 34693
14099 37278 14658 36002
0 18355 1339 17761
24702 30848 25747 30509
20232 1815 21502 1498
5822 24122 6404 23375
38879 26801 40152 26329
21465 46291 22143 45183
17843 24066 18485 23078
36324 21221 37070 20549
16695 37929 17817 37232
41860 11360 42571 10510
41239 18077 41811 17129
26841 13532 28302 13089
9709 30422 10437 29726
45829 14750 47009 14043
20291 26631 21235 25679
15740 26511 16190 25589
344 42971 1299 42216
12062 26842 13417 26232
1561 11172 2366 10549
21235 25909 22699 25444
23500 18321 24416 17963
24404 33708 24689 32421
16535 49114 17418 48651
40638 32958 41811 32211
29655 15182 30372 14178
32470 18556 33048 17613
759 36871 1797 36022
11314 20887 13417 20547
13417 26899 13788 25589
30624 11042 31061 10394
592 7682 806 6209
19579 5451 20293 4743
5822 18405 6891 17840
9638 11265 11428 10737
13417 10559 14189 9772
39110 34693 39956 33600
28027 44135 28373 42305
27438 46291 28027 44900
40702 42832 41265 42284
6351 36727 6797 35948
27442 37680 28027 37002
15049 32793 15750 31847
37862 12593 38518 11907
47632 26017 48731 25413
47890 11832 48789 11239
15079 28181 16190 27383
43912 2566 44159 1233
19431 4365 19998 3317
44744 46598 45166 45820
22899 48849 23848 48082
17374 20893 18112 19860
49030 15092 50000 14546
34609 10630 35320 9592
5227 13218 5822 12031
28027 28346 29045 27547
9195 25263 10215 24833
49528 22813 50000 21551
49245 20974 50000 20472
30871 13840 31325 12593
14953 33708 15750 32793
13978 7955 15282 7439
33155 2046 34252 1332
16902 4237 17498 3467
8033 14091 8801 13276
42889 7298 43206 5985
40451 36982 40983 36036
16101 1612 17337 1002
46038 19451 46378 17781
32235 22013 33045 21016
817 10037 1561 9332
49730 33910 50000 32709
31105 22332 31763 21394
7550 36536 8277 35890
10276 2005 10850 1329
32151 41879 33021 41299
16190 23494 16851 22424
44651 23615 45830 23034
22305 26837 23840 26464
15750 32316 16440 31501
23483 2024 25061 1723
44756 10234 45374 9354
17971 26631 18283 25629
22040 16061 23483 15698
29464 26006 30107 24519
37196 48599 37772 47635
21235 18315 21993 17372
3705 13826 4673 12964
38263 9290 39072 8251
13417 11323 14189 10559
3396 33579 4239 33097
11314 28406 12062 27194
40731 16308 41185 15143
15351 47314 15928 45984
38819 34693 39110 33600
9453 47513 10723 46962
42367 24711 43297 23919
21651 42153 22925 41809
35743 13425 36572 12593
26453 20101 27354 19313
35743 14090 36572 13425
30372 13628 30871 12593
28871 40854 29780 40128
43932 41723 44527 40541
34533 19827 35419 18949
13417 50000 13887 48091
45300 16861 46094 15861
29962 6975 30814 6117
23898 19539 24576 18841
10431 46583 11314 45727
41811 16582 42241 15362
34658 36261 35803 35870
21235 19893 22334 19178
346 2966 840 1808
0 26145 399 24967
39956 32958 40638 32211
41638 5985 42111 4957
44025 31527 45091 30946
42976 9354 43413 7298
24702 31726 25747 30848
45256 1869 46356 1331
44744 45820 46090 45403
13417 47000 14512 46584
42435 41194 42903 40352
46876 36924 47728 36093
7137 16077 8017 15197
6933 45128 7220 43822
44037 27099 45373 26581
5578 40657 6123 38992
45474 12199 46245 11043
47728 39522 48233 37950
20798 27718 21235 26631
36609 28519 37772 28224
11314 28745 12680 28406
5302 6252 5822 5384
39317 48810 40775 48319
38923 23991 39622 22855
16851 24777 17374 23388
4106 5384 4835 4882
29780 40452 30666 39774
32291 13932 32972 13273
30892 28360 31524 27555
7550 45535 9453 45197
47397 29276 48765 28635
36726 29357 37772 29064
13417 34619 14067 33708
15287 14266 16351 13720
15079 28476 16190 28181
20748 10383 22492 9848
24949 38183 26190 37560
21235 26145 22305 25909
16707 42996 17391 42453
23889 33708 24404 32421
2535 48300 3089 47379
48166 8841 48852 8054
21419 6190 22323 5553
4736 44026 5061 42216
8282 10737 9282 9869
31221 42804 31912 41879
30309 28916 30892 27555
41811 37372 43051 37004
6585 21089 7038 20312
10544 3827 10850 2613
36357 34984 36961 34069
48121 36093 48739 35331
38650 3888 39673 3522
40850 14502 41811 14092
45837 38391 46876 38047
393 32223 1568 31505
9309 36864 9986 35890
18453 38183 18705 37079
8365 50000 9745 49592
23195 18841 23500 17577
20919 36403 21382 34856
44159 2566 44750 1233
12168 9578 12894 8590
11428 7947 12161 7094
14753 24333 15602 23331
40745 31353 41811 30922
28817 30567 29477 29687
2482 37350 3113 36403
18428 40758 19746 40097
26079 851 27194 0
42571 11632 43384 11268
33127 7239 34685 6978
18419 19276 19007 18269
43384 11962 44329 11342
38353 47137 39178 46598
30577 4713 31774 4261
10653 24219 11314 23271
2510 43601 2978 42216
7550 41529 8007 39820
6399 50000 6811 48700
33175 34737 33889 34197
13417 4237 13770 2974
20232 1215 21502 738
10850 4215 11721 3370
1051 35784 2482 35149
45484 4957 46595 4227
34799 45589 35394 44568
2247 26821 2948 25553
36641 23540 37070 21774
38839 17715 40181 17129
40126 47326 40787 46598
25634 24519 27089 24108
37772 38080 38405 37172
43156 25794 44037 25505
10068 35149 11314 34735
35206 22832 35846 21774
38391 36731 39191 36036
1051 29011 1796 28166
46531 12593 47709 11832
4797 16550 5822 16113
19746 40488 21030 39866
0 22249 518 20748
2684 47379 3000 46176
6443 45128 6933 43822
26890 34881 28027 34391
464 41432 758 39869
37772 44816 38764 44443
18586 17009 19080 15484
45380 35595 46155 34604
17832 5343 18917 4897
28565 26120 29045 24519
7630 11201 8902 10737
18649 39355 19746 38772
38474 991 39111 0
8282 6211 8733 5203
4300 42216 5133 41135
26029 44900 27163 44370
38353 47956 39178 47137
28189 4713 28691 3356
8325 39820 9827 39198
32930 9781 33944 9164
26504 50000 28027 49482
46876 33036 47998 32516
17374 22211 18007 21643
35974 34069 36837 33352
5228 38992 6442 38327
3396 20494 4154 19767
23954 17009 24800 16236
37467 35921 37772 34984
35876 27731 36609 27192
27208 2465 27721 851
49146 39594 50000 39056
9316 29726 10063 29065
24511 37560 25502 36835
42830 16607 44505 16292
12816 4747 13417 3536
19342 49630 20267 48953
28638 12593 29270 11602
48444 25091 48731 24003
31291 37581 32498 36942
15611 23331 16190 22424
4321 8611 5215 7831
33944 11931 34609 11019
49093 33910 49730 32709
22127 14141 22962 13372
19080 14391 20126 13784
28638 7450 29543 6634
49146 39056 50000 37950
20126 14638 20669 13784
28027 46697 28460 45340
43306 40352 43932 39888
11314 36200 12481 35570
22730 44649 23232 43650
3113 35706 3843 35149
16351 5185 17151 4795
23232 44649 23810 43650
13417 46233 14512 45608
14890 40095 16503 39719
36837 34069 37772 33352
30666 44429 31921 44188
27002 27812 27430 26626
40755 20314 41371 19043
45287 15861 46703 15271
21986 36234 22864 35328
21502 2293 21873 738
28638 5718 29388 4713
48166 6606 48995 5985
42155 15362 42830 14056
22597 3132 23483 2293
541 30167 1183 29011
36572 14723 37772 14147
48613 49609 50000 48924
7698 3619 8282 3117
11314 19541 12222 18827
40403 30922 41811 30266
42075 9354 42976 8562
6578 22417 7350 21649
22076 3132 22597 2293
42211 30463 42956 29616
33155 997 33956 0
32016 38378 33021 37581
1923 48300 2535 47379
42467 35595 43096 34229
32235 20761 32907 20098
31439 12593 31867 11042
1798 41399 2482 40920
28027 50000 29461 49550
7550 44500 8730 43953
17230 33292 18473 32564
45100 3444 46595 3105
32677 47127 33379 46435
11428 13469 12107 12794
31325 14127 32291 13688
18514 36002 19863 35315
47284 15861 47891 14750
6404 24122 7077 23159
29045 29083 29384 27555
29501 1948 30186 887
31774 4713 33155 4261
45287 15271 46703 14750
22730 45183 23810 44649
1177 47379 1414 46125
19268 30834 19911 30181
8282 6972 9394 6211
27286 8700 27979 7728
5822 11835 6828 11210
39135 27965 40152 27372
4792 50000 5990 49310
3396 23021 3852 22247
12074 3000 12816 2514
1928 16702 2366 15682
28996 13532 29346 12593
7881 26129 8523 25420
35396 26043 36236 25324
3396 30971 4239 30086
5061 44882 6443 44358
46727 14043 47891 13525
18917 6704 19681 5451
21235 17372 22610 17009
46851 28635 48208 28092
13417 32793 14011 31847
7759 32805 9281 32515
47632 24003 48658 23345
46341 30519 46876 29883
9076 672 10024 0
45469 36243 46876 35595
2792 13826 3039 12441
0 42971 344 42216
25505 19350 26453 18556
16351 9349 17354 8559
8902 11835 9638 10737
45255 18897 46038 17781
17374 19276 17926 18269
41261 39923 41811 38760
29860 887 30693 0
14605 14824 15287 13442
6716 33774 7399 32515
41811 17097 42830 16582
46748 6272 48166 5985
33803 19827 34533 18556
37772 21973 38421 21248
16723 19454 17374 18800
36696 38285 37772 37679
47620 32516 47998 31604
45100 4227 46595 3890
8282 3827 8830 2807
9195 26084 10215 25263
5822 11210 6828 10737
9745 49120 10434 48251
15396 35152 15751 33708
23527 23340 24257 22498
42664 50000 43420 49008
8282 2807 9240 1971
40687 29150 41164 27135
